صلاح الدين الأيوبي,14 سبتمبر 1941,,115,يعقد المسلمون والصليبيون هدنة أثناء مرض ريتشارد قلب الأسد، وينتهز الشباب العرب هذه الفرصة من أجل الانضمام إلى جيوشهم في أورشليم، ومن بين هؤلاء سيف الدين الذي يخفي هويته التي يعرفها الأمير خالد، يتجه الشاب نحو القدس، ويكتسب ثقة السلطان.,حليم الرومي,"بدر لاما,بدرية رأفت,محمود المليجي,أنور وجدي,منسى فهمي,بشارة واكيم,ثريا فخري,يوسف صالح,فاخر فاخر,سمير عبدالله لاما,سيد نصير,إبراهيم عبده,عز الدين الترجمان,حسن حلمي,فوزية أحمد,صفية حلمي,احمد صادق","كوندروفيلم,ستوديو لاما","جورج سعد,إبراهيم شيب","بدر لاما,ألبير نجيب","بدر عبدالله,محمد كمال الدين",فيفي أحمد,"حليم الرومي,سامى نعسان,محمود الشريف,فريد غصن,يوسف صالح",إبراهيم لاما,منتخبات بهنا فيلم
إلى الأبد, 3 مارس 1941,,110,يلتقي (محسن) الثري بمنافسه اللدود (عاصم)، وتنشأ بينهما مشادة كلامية يفقد على إثرها (محسن) وعيه، تقوم الممرضةالفقيرة (سنية) بإسعافه، يشعر بالامتنان لها، ويربط الحب بينهما، ويقدم لها هدية، ويقرر الزواج منها. تشعر (كوثر) هانم بالغيرة، وتقرر إفساد الزيجة، ويساعدها (عاصم) بإيهام (محسن) بوجود علاقة بين (عاصم) و(سنية)، فتدب الخلافات بين الزوجين، ويعتقد (محسن) بأنها تخونه.,"كمال سليم,سليمان نجيب,بديع خيري","فاطمة رشدي,سليمان نجيب,راقية إبراهيم,زوزو حمدي الحكيم,عبدالعزيز خليل,فردوس محمد,عباس فارس,زكي رستم,عزيز عيد,ماري منيب,حسن كامل,محمد عطية,صفا الجميل (صفا محمد),محمود رضا,سعاد حسين",,فرنسوا فاركاش,كمال الشيخ,ولي الدين سامح,,,كمال سليم,ستوديو مصر
محطة الأنس, 1 مايو 1942,ﺩﺭاﻣﺎ,85,فتاة تهوى الغناء وتتطلع لمقابلة أحد المطربين المشهورين لتحقيق حلمها، في ذات الوقت يهوى صاحب محطة بنزين التلحين ويسعى لتحقيق حلمه في مقابلة ذات المطرب، يتقابل الثلاثة في محطة البنزين وتقع بينهم العديد من المفارقات.,"كمال سليم,موريس كساب,بديع خيري","علي الكسار,عقيلة راتب,محمود المليجي,ماري منيب,يحيى شاهين,محمد عطية,عبدالعزيز خليل,عبدالعزيز أحمد,ليلى رضا",ستوديو مصر,"فيري فاركاش (فرانسوا فاركاش),فرانسوا فاراكاش",,,,,عبدالفتاح حسن,ستوديو مصر
العريس الخامس, 4 ديسمبر 1942,,95,ترث بهيرة هانم مبلغًا كبيرًا عن زوجها الراحل، وتصبح محط أنظار طلاب الثروات، كل يحاول الظفر بها ويطلب يديها وبالأخص رشيد وعزيز وحسني وصفوت. تضيق ذرعًا وترحل إلى عزبتها وتعدهم بأنها ستعود بعد شهر لتحتفل بعيد ميلادها، وفي تلك المناسبة سوف تعلن اسم عريسها المختار، وتسافر إلى الأقصر هربًا من نفسها وظروفها، وهناك تلتقي بشاب فقير يدعى أحمد أعجبت به فقررت أن تتظاهر بالفقر لكى تتبين حقيقة عواطفه.,أحمد جلال,"آسيا داغر,حسين صدقي,عباس فارس,بشارة واكيم,فؤاد شفيق,محسن سرحان,سميحة سميح,لطفية نظمي,ثريا فخري,ليلى حلمي,زوزو شمس الدين,ثريا حلمي,صفية حلمي,يوسف صالح,عبدالمنعم سعودي,جمال فيضي,بترو طنوس,إدمون تويما","لوتس فيلم (آسيا وشركاها),ستوديو نصيبيان","حسن داهش,سام بريل",هنري بركات,"رشيد,كامل الحفناوي / أحمد كامل الحفناوي",,,"أحمد جلال,هنري بركات",منتخبات بهنا فيلم
الشريد, 7 يونيو 1942,,105,في القاهرة عام 1914، يلتقى اثنان من الأصدقاء بفتاتين من وراء اليشمك، إنهما نعمة شقيقة محمد، وصديقتها حسنية، يقع الشابان في الحب، ولكن الفتاة تخطب لشاب أخر مما يصدم حسن، فيقف صديقه إلى جواره، تحدث خطيئة بين حسنية وحسن، تكون نتيجتها أن تلد حسنية سعاد، تكبر سعاد، دون أن تعرف لها أبًا.,"فتوح نشاطي,هنري بركات,بيرم التونسي","آسيا داغر,حسين رياض,زكي رستم,أمينة نور الدين,نادية,ثريا فخري,زوزو نبيل,محمد توفيق,سعيد خليل,عباس يونس,سرينا إبراهيم,فيكتوريا حبيقة,أحمد درويش",لوتس فيلم (آسيا وشركاها),سام بريل,هنري بركات,,,زكريا أحمد,هنري بركات,منتخبات بهنا فيلم
ابن الصحراء,11 فبراير 1942,,105,   ابن الشيخ مخلوف حاكم إحدى القبائل بالصحراء، يعود إلى القبيلة بعد إتمام تعليمه بالقاهرة، ليفاجىء بمقتل والده وسيطرة أحد الأشرار على القبيلة، ويحاول أهل القبيلة حثه على الانتقام لكنه يتظاهر بالضعف. ,حليم الرومي,"بدر لاما,روحية خالد,محمود المليجي,أنور وجدي,محمد الديب,إحسان الجزايرلي,مختار عثمان,حسن حلمي,عثمان أباظة,سامى نعسان,حسن كامل,درية أحمد","أفلام لاما المصرية,ستوديو لاما",إبراهيم شيبا,"بدر عبدالله,أحمد إسماعيل",محروس زيادة,,"حليم الرومي,يوسف صالح,سامى نعسان","إبراهيم لاما,السيد زيادة",نحّاس فيلم
بنت ذوات, 4 سبتمبر 1942,ﺩﺭاﻣﺎ,110,اعتقد (إبراهيم) أن تربيته في سراي الباشا ستجعله كواحد من أفراد الأسرة، ولكن تبددت أحلامه بعد أن رفضت ابنة الباشا الزواج منه بسبب الفرق في المستوى الاجتماعي بينهما، فيسعى (إبراهيم) للانتقام من خلال العمل، فيجمع ثروة كبيرة وينتقم من ابنة الباشا.,نادرة,"يوسف وهبي,راقية إبراهيم,بشارة واكيم,فاخر فاخر,ليلى فوزي,زكي إبراهيم,عبدالمجيد شكري,لطيفة أمين,محمد كامل,لطفي الحكيم,حسن البارودي,عباس فارس,إبراهيم حشمت",نحّاس فيلم,"محمود نصر,عبدالحليم نصر",ألبير نجيب,,,"نادرة,محمد الكحلاوي,رياض السنباطي,علي محمود طه,فريد غصن,محمد عبدالوهاب",يوسف وهبي,نحّاس فيلم
الستات في خطر, 1 فبراير 1942,ﺩﺭاﻣﺎ,105,تدور قصة الفيلم حول سيدة متزوجة ولديها أبناء تكتشف خيانة زوجها لها، وكذلك يحدث الأمر مع زوجات أصدقاء زوجها، فتقررن جميعا هجر فراش الزوجية تأديبًا لأزواجهن، ذلك الأمر الذي يجدي نفعًا معهن حيث يعود كل زوج إلى زوجته مجددًا بعد تركه للخيانة.,"إبراهيم عمارة,فؤاد الجزايرلي","فوزي الجزايرلي,إحسان الجزايرلي,تحية كاريوكا,مختار عثمان,عبدالعزيز خليل,أنور وجدي,سعاد زكي,فؤاد الجزايرلي,سعاد أحمد,سعيد أبو بكر,عباس فارس,أمينة شريف (أمينة فهمي)",,مصطفى حسن,,ولي الدين سامح,,محمد الكحلاوي,إبراهيم عمارة,ستوديو مصر
رباب, 1 ابريل 1942,ﺩﺭاﻣﺎ,110,مع هروب رباب من قسوة زوجة الاب وإقامتها برفقة أحد الممثلات، تتعرف على الشاب إحسان الذي يحاول أن يعتدي عليها داخل سيارته التي تنقلب ويلقى مصرعه، ومع محاولة والده للانتقام من رباب، تقرر الهرب مرة أخرى لمدينة القاهرة للعمل كمدرسة هناك تحت اسم (نجوى)، وإذا بها تتعرف على زميل لها وتتزوج منه. ,هاجوب أصلانيان,"ماري كويني,أحمد جلال,عمر جميعي,حسين عيسى,حكمت فهمي,عباس كامل,عباس فارس,زوزو نبيل,إستر شطاح,محمود لطفي,أسعد مصطفى,سميرة كمال,محمد إبراهيم,إبراهيم عبده,أحمد فرج الكراني,عباس الدالي,يوسف صالح,نادر جلال,عبدالمنعم سعودي,فيكتوريا حبيقة,بترو طنوس",أحمد جلال,سامي بريل,أميرة فايد,"هاجوب أصلانيان,كامل الحفناوي / أحمد كامل الحفناوي",,"يوسف صالح,عبدالحليم نويرة",أحمد جلال,منتخبات بهنا فيلم
ليلى, 2 ابريل 1942,ﺩﺭاﻣﺎ,125,,توجو مزراحي (أحمد المشرقي),"ليلى مراد,حسين صدقي,سعدية محمد,علي كامل,محمد كامل,زكي إبراهيم,حسن إبراهيم,أحمد مختار,عبدالعزيز الجاهلي,حسن مختار صقر,سرينا إبراهيم,عبدالمجيد شكري,بشارة واكيم,منسى فهمي,فردوس محمد,عبدالسلام النابلسي,فؤاد فهيم,محمود المليجي,زوزو شكيب,عبدالقادر المسيري,إمام محمد,رفيعة الشال,زوزو شاكر",,عبدالحليم نصر,توجو مزراحي (أحمد المشرقي),,,محمد القصبجي,"توجو مزراحي (أحمد المشرقي),إبراهيم حلمي",منتخبات بهنا فيلم
أحلام الشباب,16 نوفمبر 1942,,120,   فريد (فريد الاطرش) شاب ثرى لاهى، يهوى الموسيقى والغناء، ويقضى معظم وقته فى اللهو مع النساء، ومحله المفضل صالة الغزالة الحمراء، حيث أقام علاقة مع الراقصة بهيه شقشق (تحيه كاريوكا)، وفى أحد مغامرات فريد، يضطر للهرب وإقتحام نافذة الشقة المجاورة، ليجد نفسه وسط التاجر بسيونى (عباس فارس) وزوجته فله هانم (مارى منيب) وإبنة أخته اليتيمة إلهام (مديحه يسرى)، وإدعى فريد أنه مصاب بداء السير أثناء النوم، واستدعوا له جارهم الدكتور متولى (عبد الحليم مرسى) لعلاج قدمه، والذى نصحه بعدم الحركة، ماذا وإلا، وادعى فريد انه عاطل، فإقترح عليه بسيونى تقديم دروس فى البيانو لإلهام بالأجر، ونشأت علاقة عاطفية بين إلهام وفريد،الذى عاد لمنزله الكبير،ليفاجأ بوكيله رشوان افندى(فؤاد فهيم) يطارده بمطالبات البنك بديونه، ولكنه لم يهتم، وتوجه لمقابلة بهيه، والتى كانت منفصلة عن زوجها بائع السجائر(شرفنطح) وتمنحه ٣ جنيهات نفقة شهرية من أجل عنايته بإبنهما الصغير حميدو ، بينما كان التاجر الشامى غضبان العبسى (بشاره واكيم) يهيم بها عشقا، وترحب به بهية من أجل الهدايا التى يغمرها بها، وقد شاهدها فى أحضان فريد، فثار عليها ومعه حارسه مدبولى سبع الليل(عبدالفتاح القصرى)، غير ان بهية افهمته انها بروفة للعمل الذى يقدمانه سويا، مما إضطر فريد لدخول المسرح والغناء مع بهية، واعجب الجميع بغناءه، وطلب منه صاحب الصالة جميل دعبس(حسن كامل) العمل بالصالة لكنه رفض، وأثناء تواجد فريد بمنزل الهام، حضر غضبان لزيارة بسيونى وكيله بمصر، وكشف امر فريد امام الجميع، فقام بسيونى بطرد فريد لأنه يغنى ويمثل، ولكن إلهام حزمت حقيبتها لتلحق بفريد وتهرب معه، لكنها شاهدته يجلس مع النساء ويشرب الخمر، فقطعت علاقتها به وعادت لمنزلها، وتفاقمت الحالة المادية بفريد وإضطر للتنازل عن العزبة والفيللا وحتى السيارة لصالح ديون البنك، وعلمت إلهام فحضرت لمواساته أثناء استيلاء البنك على الموبيليا، وأهداها فريد آخر مايملك، وهو اوراق ملكية أراض بالصحراء قد اشتراها جده، معتقدا ان بها مناجم تحتوى مواد كيميائية، وإضطر فريد لقبول العمل مغنيا بصالة الغزالة الحمراء، لينصلح الحال بعض الشيئ، وعندما علم الغضبان بحب فريد لإلهام وجدها فرصة لإبعاده عن بهيه، فساعده ليتزوجها بعد ان اقنع بسيونى بإنصلاح حاله، وحضرت بهيه لترقص فى الفرح، واكتشفت ان العريس هو فريد فأفسدت الجوازه، وتم طرد فريد للمرة الثانية، ولكن الغضبان وسبع الليل كسروا الصالة وكادوا يفتكوا بالراقصة بهية لفعلتها الشنعاء، وأمرها الغضبان بإصلاح الأمور، فقابلت الهام واعتذرت لها، ولكن إلهام اكتشفت ان مناجم ارض فريد قد أخرجت مواد كيميائية، وان فريد أصبح ثريا جداً، وقام بسيونى بإعادة الأوراق لفريد، الذى رفض استرداد هديته، فوافق بسيونى على زواجه من إلهام.  (أحلام الشباب)  ,"يوسف وهبي,كمال سليم,بديع خيري,أحمد رامي,يوسف بدروس,أبو السعود الإبياري,بيرم التونسي","فريد الأطرش,تحية كاريوكا,مديحة يسري,فتحية أحمد,ماري منيب,بشارة واكيم,عباس فارس,محمد كمال المصري (شرفنطح),حسن فايق,عبدالفتاح القصري,سيد سليمان,فؤاد فهيم,إسكندر منسي,نجوى سالم,عبدالحليم مرسى,حسن كامل,ببا ناجى,محمد فرج,جينا",أفلام النيل (جبرائيل تلحمى),"حسن داهش,سامي بريل",كمال الشيخ,,,فريد الأطرش,"كمال سليم,محمد عبدالجواد",
خفايا الدنيا, 1 يناير 1942,ﺩﺭاﻣﺎ,95,فتاة أرستقراطية تتطوع بالهلال الأحمر، حيث تتعرف إلى طبيب شاب فيتطارحا الهوى ويتواعدا على الزواج ولكن تشاء قسوة القدر أن تفرض على الفتاة الزواج من شيخ غني، فتضيق الحياة بها، فتقبل على الانتحار، ولكن أمها تردها حين تبوح لها بالسر الخطير، أن الطبيب الشاب ليس إلا أخ لها.,إبراهيم لاما,"حسن رمزي,سامية فهمي,دولت أبيض,أحمد علام,عبدالعزيز خليل,سلوى علام,حسن كامل,سرينا إبراهيم,سعاد وجدى,فوزية شفيق,سامية جمال,رئيسة عفيفي,فتحية شاهين,عبدالفتاح راشد,مارى كافورى","إبراهيم رمزي,حسن رمزي",,,"محمد كمال الدين,من محلات إسماعيل بك على.",,"عبدالحليم علي,محمود الشريف","إبراهيم لاما,السيد زيادة",نحّاس فيلم
استوديو مصر, 1942,,-,فيلم قصير من إنتاج أستديو (مصر) ، يظهر فيه العديد من نجوم السينما في ذلك الوقت لارتجال بعض الكلمات عن أستديو (مصر) ، وأهميته ، ومساهمته الفعالة في إنتاج الكثير من الأفلام . كما يتحدث البعض عن خواطره ، أو يوجه كلامه إلى جمهور السينما .,,,سليمان نجيب,,,,,,,
